gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4524785732,0,11,2,0,1,9,1,0,0,0,0,14672,6.6,16566,234,58,-2998,-3331,23.4,1467.2,56,1,1,9,1,10,0,0,0,0,17670,7.2,19897,251,50,2998,3331,25.1,1767.0
4523041821,1,17,4,0,5,5,3,2,1,1,0,16344,7.2,19071,227,64,1168,2292,22.7,1634.4,17,2,1,5,5,3,0,0,0,0,15176,6.8,16779,206,38,-1168,-2292,20.6,1517.6
4518920963,0,68,2,0,4,5,8,0,0,0,0,15594,7.0,17492,233,52,366,1230,23.3,1559.4,42,5,1,5,4,4,1,1,0,0,15228,6.8,16262,205,40,-366,-1230,20.5,1522.8
4468503240,1,91,3,0,10,5,13,0,0,0,1,19571,7.2,18463,213,50,4006,2081,21.3,1957.1,17,1,1,5,10,6,0,0,0,0,15565,6.6,16382,210,47,-4006,-2081,21.0,1556.5
4524992548,1,18,1,0,7,8,8,1,1,0,0,17570,7.0,18283,238,58,527,1493,23.8,1757.0,16,2,1,8,7,11,0,0,0,0,17043,6.8,16790,176,48,-527,-1493,17.6,1704.3
4479934659,0,18,2,1,11,9,13,0,0,0,0,17794,7.2,18646,211,39,337,-260,21.1,1779.4,13,4,0,9,11,7,1,1,0,0,17457,7.0,18906,218,56,-337,260,21.8,1745.7
4462053838,0,17,3,0,7,6,8,0,0,0,0,16441,6.4,16272,218,42,132,-2613,21.8,1644.1,39,5,1,6,7,6,1,1,0,0,16309,7.0,18885,203,69,-132,2613,20.3,1630.9
4469812384,1,16,7,1,4,5,5,0,0,0,0,14707,6.6,16234,213,36,-2268,-2502,21.3,1470.7,22,4,0,5,4,5,1,1,0,0,16975,7.2,18736,254,62,2268,2502,25.4,1697.5
4435716100,0,17,4,0,14,11,16,1,0,1,0,19868,7.0,19587,201,58,2782,4548,20.1,1986.8,92,1,1,11,14,18,1,1,0,0,17086,6.4,15039,157,36,-2782,-4548,15.7,1708.6
4487380203,0,17,1,0,2,8,1,1,1,0,0,14476,6.6,16263,201,57,-4094,-3320,20.1,1447.6,18,2,1,8,2,8,0,0,0,0,18570,7.2,19583,252,66,4094,3320,25.2,1857.0
4505836757,0,15,1,1,4,9,6,1,0,1,0,15391,6.6,16275,189,46,-2746,-2775,18.9,1539.1,24,4,0,9,4,7,0,0,0,0,18137,7.0,19050,247,43,2746,2775,24.7,1813.7
4459091081,1,15,6,0,5,6,5,1,1,0,0,16941,7.0,19352,228,52,-441,390,22.8,1694.1,83,1,1,6,5,8,0,0,0,0,17382,7.2,18962,233,41,441,-390,23.3,1738.2
4526014315,1,15,2,0,2,9,4,0,0,0,0,15074,6.8,16329,225,52,-1673,-1730,22.5,1507.4,13,4,1,9,2,10,1,1,0,0,16747,7.0,18059,215,52,1673,1730,21.5,1674.7
4508799879,0,10,3,0,3,6,5,1,0,1,0,15521,6.6,16916,202,60,-1187,-714,20.2,1552.1,72,1,1,6,3,6,1,1,0,0,16708,7.0,17630,219,53,1187,714,21.9,1670.8
4518381780,0,14,1,0,8,10,10,1,1,0,0,16991,7.0,17910,205,44,-1001,-825,20.5,1699.1,15,3,1,10,8,6,0,0,0,0,17992,7.2,18735,225,52,1001,825,22.5,1799.2
4477243448,0,40,3,0,6,7,6,0,0,0,0,16302,6.8,17297,212,52,-211,-1305,21.2,1630.2,17,4,1,7,6,7,1,0,1,0,16513,7.2,18602,211,46,211,1305,21.1,1651.3
4526313173,1,11,3,1,9,4,10,1,1,0,0,17555,6.8,17779,223,56,2875,1386,22.3,1755.5,14,3,0,4,9,4,0,0,0,0,14680,6.4,16393,196,44,-2875,-1386,19.6,1468.0
4523656538,1,141,1,0,4,7,3,1,0,1,0,15964,7.0,18056,199,55,-406,-1050,19.9,1596.4,24,1,1,7,4,5,1,1,0,0,16370,7.2,19106,190,54,406,1050,19.0,1637.0
4475336164,1,15,3,1,6,8,6,0,0,0,0,16450,6.6,17381,224,40,-57,-1339,22.4,1645.0,15,3,0,8,6,5,0,0,0,0,16507,7.2,18720,220,44,57,1339,22.0,1650.7
4494319705,1,16,3,1,6,1,9,1,1,0,0,16544,6.8,17551,208,56,2151,726,20.8,1654.4,55,3,0,1,6,3,0,0,0,0,14393,6.6,16825,222,51,-2151,-726,22.2,1439.3
4492655929,0,13,2,0,6,14,4,0,0,0,0,15484,7.0,17528,188,46,-5634,-3787,18.8,1548.4,15,5,1,14,6,9,1,1,0,0,21118,7.8,21315,243,52,5634,3787,24.3,2111.8
4468611805,0,17,1,0,6,6,8,2,1,1,0,16207,7.0,17381,211,50,-819,-1829,21.1,1620.7,13,2,1,6,6,3,0,0,0,0,17026,7.0,19210,223,56,819,1829,22.3,1702.6
4524619548,0,18,3,1,3,5,4,1,0,1,0,15410,6.8,17797,216,65,-234,-406,21.6,1541.0,29,5,0,5,3,2,1,1,0,0,15644,7.0,18203,236,40,234,406,23.6,1564.4
4495398614,1,15,0,1,9,12,11,0,0,0,0,17332,6.8,16861,170,47,-874,-1370,17.0,1733.2,16,2,0,12,9,11,0,0,0,0,18206,7.2,18231,218,48,874,1370,21.8,1820.6
4525358270,0,15,2,0,10,15,11,0,0,0,0,17318,7.0,17449,212,52,-3075,-2008,21.2,1731.8,12,4,1,15,10,16,2,1,1,0,20393,7.4,19457,214,52,3075,2008,21.4,2039.3
4462493939,0,16,2,0,8,9,8,0,0,0,0,16984,7.0,18400,206,44,-1720,-1376,20.6,1698.4,216,3,1,9,8,6,1,1,0,0,18704,7.2,19776,226,52,1720,1376,22.6,1870.4
4527289282,1,13,4,0,3,9,3,0,0,0,0,15292,6.8,17170,223,55,-2513,-2247,22.3,1529.2,14,3,1,9,3,8,1,1,0,0,17805,7.2,19417,231,44,2513,2247,23.1,1780.5
4521669931,0,11,1,1,4,5,4,2,1,1,0,15711,6.6,17255,208,59,-101,-1320,20.8,1571.1,11,1,0,5,4,6,0,0,0,0,15812,7.2,18575,210,65,101,1320,21.0,1581.2
4521775433,1,45,2,0,5,8,6,0,0,0,0,16936,6.8,17513,215,63,-301,71,21.5,1693.6,44,7,1,8,5,10,1,1,0,0,17237,7.0,17442,187,60,301,-71,18.7,1723.7
4491503560,1,20,2,0,11,7,12,0,0,0,0,17649,7.2,18664,187,42,604,1983,18.7,1764.9,16,1,1,7,11,8,1,1,0,0,17045,6.6,16681,187,62,-604,-1983,18.7,1704.5
4501540670,1,79,2,1,7,7,4,0,0,0,1,18053,7.4,19492,230,41,891,1526,23.0,1805.3,14,1,0,7,7,11,1,1,0,0,17162,7.0,17966,202,54,-891,-1526,20.2,1716.2
4521200467,0,16,2,0,5,7,6,1,1,0,0,16213,6.6,17532,208,48,-916,483,20.8,1621.3,12,1,1,7,5,12,0,0,0,0,17129,7.0,17049,215,56,916,-483,21.5,1712.9
4524969913,1,15,0,1,14,3,19,1,1,0,0,21020,7.6,21002,237,73,7166,4491,23.7,2102.0,14,3,0,3,14,6,0,0,0,0,13854,6.6,16511,193,40,-7166,-4491,19.3,1385.4
4521580882,1,18,3,0,5,5,3,2,1,1,0,15193,6.8,16642,208,50,-404,-419,20.8,1519.3,39,4,1,5,5,11,0,0,0,0,15597,6.8,17061,216,42,404,419,21.6,1559.7
4505777098,0,91,0,1,3,7,2,0,0,0,0,14725,6.6,17519,210,36,-2686,-1780,21.0,1472.5,12,3,0,7,3,11,0,0,0,0,17411,7.2,19299,242,39,2686,1780,24.2,1741.1
4465302034,0,18,5,0,7,13,6,0,0,0,0,16851,6.8,17624,215,52,-2174,-117,21.5,1685.1,17,3,1,13,7,17,0,0,0,0,19025,7.0,17741,211,52,2174,117,21.1,1902.5
4458264663,0,16,2,0,3,9,4,0,0,0,0,14471,7.0,17643,208,40,-3385,-2781,20.8,1447.1,16,7,1,9,3,8,1,1,0,0,17856,7.4,20424,223,44,3385,2781,22.3,1785.6
4523945577,1,15,4,1,7,5,10,0,0,0,0,16987,6.8,18078,235,40,2407,543,23.5,1698.7,13,2,0,5,7,2,2,1,1,0,14580,6.8,17535,168,60,-2407,-543,16.8,1458.0
4489559952,1,17,6,0,9,9,9,0,0,0,0,17898,7.0,18398,231,52,-113,-116,23.1,1789.8,39,5,1,9,9,11,1,1,0,0,18011,7.2,18514,218,52,113,116,21.8,1801.1
4509723024,0,13,0,0,6,6,7,2,1,1,0,16210,7.2,18620,231,49,-245,330,23.1,1621.0,15,1,1,6,6,8,0,0,0,0,16455,7.2,18290,220,55,245,-330,22.0,1645.5
4503099396,1,21,6,1,5,7,5,0,0,0,0,16514,6.8,18012,244,48,-17,-514,24.4,1651.4,17,4,0,7,5,10,1,1,0,0,16531,7.0,18526,209,48,17,514,20.9,1653.1
4502122880,0,17,5,0,6,9,8,0,0,0,0,15890,6.6,15649,199,48,-2039,-2297,19.9,1589.0,59,4,1,9,6,11,1,1,0,0,17929,6.8,17946,223,36,2039,2297,22.3,1792.9
4513160500,1,19,4,0,11,6,9,1,0,1,0,17612,6.8,18342,212,46,1227,1050,21.2,1761.2,17,4,1,6,11,5,0,0,0,0,16385,6.8,17292,169,41,-1227,-1050,16.9,1638.5
4521034143,0,18,3,0,8,10,13,1,1,0,0,17048,6.8,17097,193,52,-1773,-1963,19.3,1704.8,14,4,1,10,8,13,0,0,0,0,18821,7.2,19060,215,51,1773,1963,21.5,1882.1
4486082210,0,14,2,1,5,9,6,2,1,1,0,16142,6.8,16958,230,51,-1231,-888,23.0,1614.2,25,2,0,9,5,11,0,0,0,0,17373,6.8,17846,221,53,1231,888,22.1,1737.3
4502093227,0,41,2,0,2,5,1,0,0,0,0,14449,6.4,16336,220,45,-1979,-338,22.0,1444.9,16,13,1,5,2,8,1,1,0,0,16428,6.8,16674,186,68,1979,338,18.6,1642.8
4484202085,0,41,3,1,9,9,13,1,1,0,0,17641,6.8,16803,199,38,436,338,19.9,1764.1,18,5,0,9,9,11,0,0,0,0,17205,6.4,16465,207,33,-436,-338,20.7,1720.5
4518612412,1,19,4,1,7,3,10,0,0,0,0,17379,7.6,20465,265,64,1524,2071,26.5,1737.9,18,5,0,3,7,7,1,1,0,0,15855,7.0,18394,268,60,-1524,-2071,26.8,1585.5
4520027447,1,14,3,1,8,5,5,1,1,0,0,16523,7.2,18718,193,56,1357,614,19.3,1652.3,17,2,0,5,8,2,0,0,0,0,15166,6.8,18104,208,52,-1357,-614,20.8,1516.6
4517169842,0,16,3,0,4,6,7,0,0,0,0,15527,6.8,17554,202,44,-1537,93,20.2,1552.7,20,7,1,6,4,5,2,1,1,0,17064,6.8,17461,216,52,1537,-93,21.6,1706.4
4522688117,0,12,0,0,2,6,1,0,0,0,0,13736,6.2,16381,188,52,-3593,-2516,18.8,1373.6,17,2,1,6,2,7,2,1,1,0,17329,7.0,18897,227,68,3593,2516,22.7,1732.9
4522289326,0,13,2,1,2,3,1,1,1,0,0,14667,6.8,18007,202,55,-751,-1229,20.2,1466.7,13,2,0,3,2,5,0,0,0,0,15418,7.2,19236,239,60,751,1229,23.9,1541.8
4516786355,1,16,3,1,5,6,8,1,0,1,0,15927,6.6,17498,220,58,-412,-609,22.0,1592.7,16,3,0,6,5,8,1,1,0,0,16339,6.6,18107,234,37,412,609,23.4,1633.9
4525379386,0,15,3,0,5,7,3,1,1,0,0,14765,6.8,16480,189,38,-2108,-1510,18.9,1476.5,16,1,1,7,5,8,0,0,0,0,16873,7.4,17990,212,66,2108,1510,21.2,1687.3
4496800946,1,40,2,1,2,2,3,2,1,1,0,14653,7.0,17643,224,44,758,502,22.4,1465.3,17,4,0,2,2,0,0,0,0,0,13895,6.8,17141,221,50,-758,-502,22.1,1389.5
4525016329,0,38,2,0,5,10,6,0,0,0,0,15141,6.8,17635,176,48,-3274,-1385,17.6,1514.1,12,15,1,10,5,8,1,1,0,0,18415,7.2,19020,238,36,3274,1385,23.8,1841.5
4520041745,0,20,1,0,7,11,10,0,0,0,0,16820,6.8,16714,202,40,-2234,-3264,20.2,1682.0,11,5,1,11,7,15,1,1,0,0,19054,7.2,19978,209,63,2234,3264,20.9,1905.4
4500263311,0,103,1,0,2,5,0,1,1,0,0,13649,6.8,17258,199,52,-2497,-1239,19.9,1364.9,13,3,1,5,2,4,0,0,0,0,16146,7.0,18497,211,60,2497,1239,21.1,1614.6
4471300267,0,16,2,1,7,4,8,1,1,0,0,17788,7.2,19078,255,58,1969,1497,25.5,1778.8,16,2,0,4,7,4,1,0,1,0,15819,6.8,17581,234,49,-1969,-1497,23.4,1581.9
4503476670,1,19,3,1,4,4,3,0,0,0,0,16621,6.8,18305,255,50,875,-391,25.5,1662.1,15,4,0,4,4,7,0,0,0,0,15746,7.0,18696,238,65,-875,391,23.8,1574.6
4472387660,1,16,3,1,2,9,1,0,0,0,0,14975,6.4,16649,222,67,-2206,-2548,22.2,1497.5,18,3,0,9,2,12,1,1,0,0,17181,7.4,19197,216,48,2206,2548,21.6,1718.1
4524739257,1,16,5,1,6,2,6,1,1,0,1,18215,7.2,18418,256,52,4749,3580,25.6,1821.5,15,2,0,2,6,1,0,0,0,0,13466,6.2,14838,207,40,-4749,-3580,20.7,1346.6
4462117148,0,38,5,1,3,6,5,2,1,1,0,15427,6.8,16873,209,48,-1186,-1760,20.9,1542.7,21,3,0,6,3,2,0,0,0,0,16613,7.2,18633,230,54,1186,1760,23.0,1661.3
4518585607,0,28,3,0,3,7,3,0,0,0,0,15423,7.2,18648,232,52,-2055,-860,23.2,1542.3,18,2,1,7,3,10,1,1,0,0,17478,7.2,19508,258,52,2055,860,25.8,1747.8
4498316696,0,53,4,0,5,10,4,0,0,0,0,15649,7.0,17686,199,52,-2870,-2023,19.9,1564.9,15,0,1,10,5,14,1,1,0,0,18519,7.2,19709,229,60,2870,2023,22.9,1851.9
4494398674,1,15,5,0,4,3,4,0,0,0,0,15755,7.2,19845,225,64,951,2193,22.5,1575.5,17,2,1,3,4,2,2,1,1,0,14804,7.0,17652,197,48,-951,-2193,19.7,1480.4
4475540931,1,19,5,1,10,5,18,2,1,1,0,18682,7.4,19196,207,67,2733,2062,20.7,1868.2,17,4,0,5,10,6,0,0,0,0,15949,6.8,17134,216,49,-2733,-2062,21.6,1594.9
4442539318,0,14,2,0,1,11,0,0,0,0,0,13643,6.6,16564,199,60,-5479,-3332,19.9,1364.3,14,1,1,11,1,12,0,0,0,0,19122,7.2,19896,226,44,5479,3332,22.6,1912.2
4510792748,0,18,3,0,3,6,3,0,0,0,0,14649,6.6,15693,200,48,-1945,-2496,20.0,1464.9,13,3,1,6,3,7,1,1,0,0,16594,7.0,18189,216,61,1945,2496,21.6,1659.4
4526466522,0,16,3,0,4,8,3,0,0,0,0,14756,6.8,17655,184,56,-4105,-2279,18.4,1475.6,16,2,1,8,4,8,1,1,0,0,18861,7.4,19934,229,63,4105,2279,22.9,1886.1
4516962004,0,14,3,0,5,8,8,1,1,0,0,17160,7.2,19481,245,64,-312,37,24.5,1716.0,15,1,1,8,5,12,0,0,0,0,17472,7.2,19444,231,60,312,-37,23.1,1747.2
4512728524,0,16,5,1,5,12,3,0,0,0,0,15776,6.8,16537,209,58,-3587,-2861,20.9,1577.6,16,3,0,12,5,10,2,1,1,1,19363,7.2,19398,197,56,3587,2861,19.7,1936.3
4522083891,0,14,5,1,12,9,10,1,1,0,0,18910,7.2,18538,203,47,1454,1187,20.3,1891.0,15,1,0,9,12,14,0,0,0,0,17456,7.0,17351,185,40,-1454,-1187,18.5,1745.6
4526360728,0,13,6,0,4,7,2,0,0,0,0,15188,6.8,17740,194,69,-1269,-1991,19.4,1518.8,19,2,1,7,4,5,1,0,1,0,16457,7.2,19731,213,67,1269,1991,21.3,1645.7
4523523505,1,12,2,1,7,1,12,1,1,0,0,17149,7.0,19250,216,53,3370,2895,21.6,1714.9,15,0,0,1,7,0,0,0,0,0,13779,6.4,16355,209,52,-3370,-2895,20.9,1377.9
4481998895,1,15,1,0,9,4,12,1,1,0,0,18055,6.8,17444,212,50,3332,2911,21.2,1805.5,14,0,1,4,9,8,0,0,0,0,14723,6.2,14533,186,41,-3332,-2911,18.6,1472.3
4523582436,1,16,1,0,5,2,6,0,0,0,0,15556,7.0,17886,219,44,1300,1228,21.9,1555.6,16,3,1,2,5,3,0,0,0,0,14256,6.6,16658,218,44,-1300,-1228,21.8,1425.6
4518416008,1,19,2,0,5,9,6,0,0,0,0,16032,6.8,17171,220,45,-2222,-1252,22.0,1603.2,15,1,1,9,5,10,1,1,0,0,18254,7.0,18423,225,40,2222,1252,22.5,1825.4
4520494989,1,17,2,1,12,2,11,0,0,0,0,18927,7.4,19861,231,44,4006,3678,23.1,1892.7,16,2,0,2,12,2,0,0,0,0,14921,6.4,16183,176,60,-4006,-3678,17.6,1492.1
4452983788,0,22,7,0,7,8,9,0,0,0,0,17543,7.2,18967,246,48,-144,-867,24.6,1754.3,53,5,1,8,7,10,2,1,1,0,17687,7.4,19834,225,64,144,867,22.5,1768.7
4510935065,1,23,3,0,6,5,8,2,1,1,0,17178,7.0,18411,234,74,2614,2285,23.4,1717.8,16,2,1,5,6,2,0,0,0,0,14564,6.4,16126,170,52,-2614,-2285,17.0,1456.4
4455649494,0,17,1,1,3,4,3,0,0,0,0,15484,7.0,18326,232,60,-930,185,23.2,1548.4,17,5,0,4,3,3,1,1,0,0,16414,7.0,18141,249,52,930,-185,24.9,1641.4
4475476612,1,159,4,0,8,7,5,0,0,0,0,17321,7.6,19677,238,48,703,477,23.8,1732.1,15,1,1,7,8,6,1,1,0,0,16618,7.2,19200,212,68,-703,-477,21.2,1661.8
4523536218,1,38,0,1,6,3,7,0,0,0,0,16887,7.4,19954,232,64,846,680,23.2,1688.7,14,21,0,3,6,1,1,1,0,0,16041,7.2,19274,242,64,-846,-680,24.2,1604.1
4489264481,1,50,2,0,4,3,5,1,1,0,0,15120,6.8,16751,218,48,938,2052,21.8,1512.0,13,1,1,3,4,3,0,0,0,0,14182,5.8,14699,178,46,-938,-2052,17.8,1418.2
4523657411,1,18,1,0,6,4,4,0,0,0,0,16948,7.0,18271,252,60,2346,1424,25.2,1694.8,14,4,1,4,6,1,1,1,0,0,14602,6.4,16847,211,51,-2346,-1424,21.1,1460.2
4452966828,0,23,6,1,6,7,9,0,0,0,0,16660,6.8,17061,210,56,99,-1609,21.0,1666.0,20,0,0,7,6,3,1,1,0,0,16561,7.0,18670,214,38,-99,1609,21.4,1656.1
4472647396,1,44,7,0,3,4,1,1,1,0,0,15326,7.2,18992,226,59,-233,1969,22.6,1532.6,18,5,1,4,3,5,0,0,0,0,15559,6.6,17023,222,43,233,-1969,22.2,1555.9
4493967269,0,54,4,0,8,7,9,0,0,0,0,16355,7.0,17876,193,44,-495,934,19.3,1635.5,16,2,1,7,8,7,1,1,0,0,16850,6.6,16942,191,60,495,-934,19.1,1685.0
4491275026,0,17,2,0,2,3,2,1,0,1,0,14355,6.8,17580,217,51,59,1149,21.7,1435.5,17,3,1,3,2,6,1,1,0,0,14296,6.6,16431,205,39,-59,-1149,20.5,1429.6
4518324139,0,21,3,0,2,3,2,1,1,0,0,14746,7.0,17859,237,56,-1222,-815,23.7,1474.6,18,2,1,3,2,2,0,0,0,0,15968,7.2,18674,246,44,1222,815,24.6,1596.8
4499525448,0,13,3,0,3,9,5,1,1,0,0,14559,6.8,17148,193,56,-4140,-2177,19.3,1455.9,104,3,1,9,3,8,0,0,0,0,18699,7.4,19325,236,42,4140,2177,23.6,1869.9
4491235821,1,17,3,1,13,3,14,1,1,0,1,20961,7.6,19939,225,74,6387,3453,22.5,2096.1,12,5,0,3,13,2,1,0,1,0,14574,6.6,16486,182,57,-6387,-3453,18.2,1457.4
4500030602,1,12,1,1,6,11,8,1,1,0,0,15855,6.8,17383,204,48,-2536,-2343,20.4,1585.5,13,0,0,11,6,11,0,0,0,0,18391,7.0,19726,218,48,2536,2343,21.8,1839.1
4521738379,0,16,6,1,6,9,12,0,0,0,0,16492,6.8,17944,220,47,-2847,-1355,22.0,1649.2,51,4,0,9,6,19,2,1,1,1,19339,7.4,19299,237,56,2847,1355,23.7,1933.9
4513514281,0,11,2,0,6,9,7,0,0,0,0,16522,6.8,17675,223,44,-1128,-2710,22.3,1652.2,18,2,1,9,6,4,1,1,0,0,17650,7.4,20385,224,72,1128,2710,22.4,1765.0
4518553982,1,13,3,0,11,9,17,0,0,0,0,17774,6.6,17519,193,42,74,-513,19.3,1777.4,15,2,1,9,11,10,0,0,0,0,17700,6.8,18032,221,52,-74,513,22.1,1770.0
